ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
75.0,387.0,2.0,101.0,32.0,1.0,0.0,95.0,21.0,6.0,6.0,37.0,2.0,49.0,3.0,19.0,19.0,0.0,5.0,1.0,2.0,0.0,75.0,1.0
73.0,190.0,18.0,88.0,28.0,0.0,0.0,89.0,12.0,6.0,6.0,28.0,0.0,39.0,0.0,3.0,3.0,21.0,62.0,3.0,2.0,0.0,63.0,0.0
88.0,19.0,24.0,162.0,17.0,0.0,0.0,100.0,83.0,7.0,8.0,5.0,0.0,18.0,3.431410433342534,1.0,1.0,17.0,66.51626155426224,4.0,1.0,0.0,45.0,1.0
75.0,210.0,1.0,63.0,39.0,0.0,0.0,100.0,83.0,7.0,8.0,44.0,7.0,36.0,1.0,2.0,2.0,16.0,67.0,4.0,8.0,1.0,60.0,1.0
67.0,232.0,11.0,91.0,28.0,0.0,0.0,96.0,40.0,6.0,6.0,28.0,1.0,21.0,0.0,4.0,4.0,39.0,90.0,7.0,3.0,3.0,67.0,1.0
59.0,146.0,5.0,78.0,13.0,1.0,0.0,76.0,13.0,6.0,5.0,17.0,1.0,41.0,0.0,1.0,1.0,124.0,87.0,4.0,1.0,3.0,100.0,0.0
66.0,165.0,6.0,74.0,36.0,1.0,1.0,92.0,26.0,6.0,6.0,36.0,4.0,42.0,0.0,2.0,2.0,27.0,95.0,1.0,3.0,0.0,33.0,0.0
67.0,342.0,3.0,64.0,19.0,0.0,0.0,89.0,2.0,4.0,6.0,19.0,3.0,37.0,0.0,2.0,2.0,14.0,95.0,2.0,3.0,0.0,55.0,0.0
66.0,244.0,1.0,69.0,15.0,1.0,1.0,94.0,83.0,5.0,7.0,18.0,4.0,59.0,0.0,0.0,0.0,61.0,96.0,1.0,3.0,1.464035646085296,80.0,0.0
81.0,220.0,2.0,91.0,20.0,0.0,0.0,100.0,83.0,7.0,8.0,23.0,2.0,39.0,24.0,2.0,2.0,36.0,66.51626155426224,3.0,1.0,1.0,67.0,1.0
65.0,247.0,2.0,100.0,41.0,1.0,1.0,96.0,6.0,0.0,2.0,46.0,3.0,35.0,1.0,4.0,3.0,24.0,59.0,10.0,4.0,0.0,61.0,1.0
89.0,396.0,15.0,129.0,15.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,0.0,13.0,3.431410433342534,0.0,0.0,3.0,66.51626155426224,2.0,1.0,0.0,33.0,1.0
66.0,136.0,6.0,62.0,55.0,1.0,1.0,98.0,14.0,5.0,2.0,57.0,4.0,23.0,0.0,1.0,1.0,41.0,60.0,9.0,5.0,4.0,56.0,0.0
68.0,156.0,4.0,75.0,31.0,0.0,0.0,94.0,12.0,6.0,6.0,35.0,1.0,37.0,24.0,0.0,0.0,41.0,85.0,5.0,2.0,0.0,70.0,0.0
67.0,255.0,1.0,104.0,41.0,6.0,6.0,88.0,12.0,6.0,6.0,48.0,1.0,21.0,0.0,1.0,1.0,30.0,59.0,3.0,4.0,1.0,39.0,1.0
84.0,345.0,14.0,94.0,42.0,0.0,0.0,95.0,34.0,6.0,6.0,43.0,0.0,9.0,0.0,1.0,1.0,2.0,74.0,2.0,1.0,0.0,17.0,0.0
77.0,138.0,2.0,62.0,27.0,0.0,0.0,100.0,83.0,7.0,8.0,38.0,4.0,71.0,0.0,3.0,3.0,40.0,79.0,2.0,4.0,1.0,100.0,1.0
67.0,144.0,9.0,60.0,18.0,0.0,0.0,95.0,6.0,4.0,6.0,20.0,3.0,25.0,0.0,3.0,1.0,70.0,91.0,3.0,2.0,2.0,83.0,0.0
64.0,224.0,3.0,102.0,36.0,0.0,0.0,94.0,1.0,4.0,6.0,9.0,1.0,11.0,24.0,0.0,0.0,71.0,23.0,6.0,2.0,2.0,56.0,0.0
78.0,175.0,7.0,68.0,44.0,0.0,0.0,100.0,83.0,6.0,7.0,45.0,3.0,62.0,0.0,3.0,3.0,17.0,92.0,5.0,2.0,0.0,70.0,1.0
67.0,248.0,9.0,45.0,30.0,1.0,0.0,94.0,28.0,6.0,5.0,28.0,2.0,16.0,24.0,0.0,0.0,40.0,77.0,6.0,4.0,1.0,45.0,0.0
73.0,176.0,15.0,47.0,14.0,0.0,0.0,100.0,83.0,7.0,8.0,14.0,0.0,7.0,24.0,0.0,0.0,62.0,70.2104219767771,7.0,2.5639510341916423,4.0,100.0,0.0
74.0,211.0,8.0,74.0,40.0,1.0,1.0,95.0,47.0,6.0,3.0,45.0,9.0,60.0,8.0,0.0,0.0,15.0,109.0,1.0,9.0,0.0,83.0,1.0
80.0,220.0,5.0,105.0,32.0,0.0,0.0,100.0,83.0,7.0,8.0,32.0,2.0,41.0,0.0,0.0,0.0,36.0,54.0,3.0,4.0,1.0,58.0,1.0
83.0,344.0,6.0,130.0,65.0,1.0,0.0,95.0,18.0,6.0,5.0,68.0,3.0,18.0,6.0,0.0,0.0,4.0,21.0,5.0,3.0,0.0,31.0,1.0
90.0,142.0,24.0,90.0,15.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,0.0,7.0,24.0,0.0,0.0,2.0,66.51626155426224,2.0,1.0,0.0,50.0,1.0
63.0,149.0,3.0,80.0,11.0,2.0,1.0,83.0,8.0,4.0,5.0,12.0,2.0,33.0,0.0,17.0,16.0,27.0,86.0,2.0,3.0,0.0,83.0,0.0
84.0,52.0,3.0,25.0,7.0,0.0,0.0,100.0,83.0,7.0,8.0,7.0,2.0,43.0,0.0,0.0,0.0,5.0,98.0,1.0,2.0,0.0,50.0,1.0
72.0,232.0,2.0,98.0,33.0,0.0,0.0,97.0,9.0,4.0,6.0,36.0,3.0,64.0,3.0,2.0,2.0,22.0,92.0,3.0,6.0,0.0,77.0,1.0
83.0,296.0,43.0,128.0,8.0,0.0,0.0,100.0,83.0,7.0,8.0,8.0,0.0,38.0,0.0,1.0,1.0,10.0,84.0,2.0,1.0,0.0,50.0,1.0
62.0,295.0,21.0,124.0,10.0,2.0,2.0,64.0,16.0,6.0,2.0,14.0,0.0,36.0,20.0,0.0,0.0,38.0,30.0,3.0,3.0,0.0,86.0,0.0
74.0,66.0,6.0,36.0,10.0,0.0,0.0,100.0,83.0,7.0,8.0,10.0,1.0,40.0,0.0,3.0,0.0,41.0,94.0,2.0,1.0,1.0,75.0,0.0
54.0,246.0,3.0,102.0,32.0,0.0,0.0,88.0,1.0,4.0,6.0,34.0,1.0,24.0,0.0,3.0,3.0,65.0,66.51626155426224,10.0,1.0,3.0,79.0,1.0
75.0,116.0,2.0,61.0,41.0,0.0,0.0,100.0,83.0,7.0,8.0,42.0,1.0,17.0,0.0,2.0,1.0,34.0,66.51626155426224,2.0,2.397237827715356,1.0,22.0,1.0
76.0,131.0,21.0,67.0,15.0,1.0,0.0,81.0,11.0,3.0,5.0,16.0,0.0,19.0,24.0,1.0,1.0,5.0,70.2104219767771,1.0,1.0,1.0,50.0,0.0
84.0,292.0,9.0,75.0,22.0,0.0,0.0,100.0,83.0,7.0,8.0,24.0,2.0,13.0,22.0,0.0,0.0,16.0,71.0,5.0,2.0,0.0,58.0,1.0
79.0,421.0,3.0,66.0,15.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,1.0,40.0,0.0,0.0,0.0,46.0,63.0,2.0,2.0,2.0,50.0,1.0
75.0,247.0,1.0,80.0,28.0,0.0,0.0,87.0,17.0,6.0,6.0,46.0,2.0,23.0,24.0,2.0,2.0,8.0,97.0,4.0,2.0,1.0,40.0,0.0
84.0,196.0,11.0,84.0,18.0,0.0,0.0,100.0,83.0,7.0,8.0,4.0,1.0,47.0,3.431410433342534,0.0,0.0,0.0,89.0,1.0,3.0,0.0,67.0,1.0
64.0,152.0,3.0,80.0,31.0,0.0,0.0,94.0,3.0,4.0,6.0,42.0,2.0,22.0,12.0,0.0,0.0,18.0,70.2104219767771,6.0,1.0,1.0,50.0,0.0
72.0,153.0,5.0,76.0,24.0,1.0,1.0,90.0,9.0,4.0,6.0,50.0,2.0,66.0,24.0,1.0,1.0,14.0,23.0,4.0,8.0,0.0,71.0,0.0
88.0,156.0,17.0,140.0,5.0,0.0,0.0,100.0,83.0,7.0,8.0,5.0,0.0,20.0,24.0,0.0,0.0,20.0,66.51626155426224,2.0,1.0,0.0,75.0,1.0
86.0,169.0,6.0,82.0,5.0,0.0,0.0,100.0,83.0,7.0,8.0,5.0,1.0,60.0,0.0,1.0,1.0,24.0,75.0,1.0,3.0,0.0,100.0,0.0
72.0,248.0,23.0,115.0,19.0,2.0,1.0,88.0,21.0,6.0,2.0,24.0,0.0,29.0,24.0,0.0,0.0,25.0,70.2104219767771,3.0,2.0,0.0,56.0,0.0
60.0,143.0,1.0,74.0,22.0,1.0,1.0,96.0,5.0,0.0,2.0,29.0,4.0,34.0,0.0,3.0,3.0,30.0,96.0,6.0,3.0,2.0,82.0,1.0
71.0,209.0,7.0,88.0,35.0,0.0,0.0,91.0,19.0,6.0,6.0,35.0,3.0,34.0,24.0,0.0,0.0,38.0,61.0,6.0,7.0,0.0,87.0,0.0
73.0,43.0,1.0,31.0,9.0,1.0,1.0,91.0,67.0,6.0,4.0,8.0,4.0,18.0,24.0,1.0,1.0,25.0,66.51626155426224,5.0,1.0,0.0,67.0,1.0
73.0,140.0,7.0,47.0,12.0,0.0,0.0,92.0,46.0,6.0,6.0,12.0,2.0,33.0,5.0,1.0,1.0,49.0,74.0,2.0,3.0,1.0,75.0,0.0
77.0,137.0,20.0,68.0,17.0,0.0,0.0,100.0,83.0,7.0,8.0,18.0,0.0,17.0,0.0,5.0,4.0,48.0,70.2104219767771,2.0,1.0,1.0,60.0,0.0
78.0,165.0,7.0,52.0,8.0,0.0,0.0,100.0,83.0,7.0,8.0,8.0,1.0,38.0,24.0,1.0,1.0,53.0,91.0,2.0,2.0,0.0,80.0,1.0
80.0,80.0,13.0,49.0,21.0,0.0,0.0,100.0,83.0,7.0,8.0,21.0,0.0,52.0,13.0,0.0,0.0,33.0,70.2104219767771,4.0,2.0,0.0,75.0,0.0
79.0,111.0,2.0,67.0,40.0,0.0,0.0,100.0,83.0,7.0,8.0,5.0,1.0,12.0,24.0,1.0,1.0,1.0,85.0,9.0,2.0,0.0,44.0,1.0
66.0,308.0,3.0,97.0,35.0,0.0,0.0,88.0,1.0,4.0,6.0,42.0,5.0,32.0,3.0,2.0,2.0,45.0,46.0,5.0,5.0,1.0,83.0,1.0
86.0,119.0,9.0,66.0,13.0,0.0,0.0,100.0,83.0,7.0,8.0,13.0,2.0,62.0,0.0,0.0,0.0,9.0,89.0,1.0,3.0,0.0,57.0,0.0
72.0,88.0,8.0,70.0,19.0,2.0,2.0,95.0,49.0,6.0,2.0,20.0,1.0,10.0,24.0,0.0,0.0,0.0,66.51626155426224,0.0,2.397237827715356,0.0,9.0,1.0
65.0,87.0,3.0,47.0,16.0,2.0,2.0,100.0,83.0,6.0,8.0,20.0,3.0,20.0,2.0,1.0,1.0,42.0,70.2104219767771,6.0,1.0,1.0,78.0,0.0
83.0,196.0,17.0,84.0,6.0,0.0,0.0,100.0,83.0,7.0,8.0,7.0,0.0,0.0,24.0,0.0,0.0,14.0,70.2104219767771,4.0,2.5639510341916423,1.0,100.0,0.0
73.0,195.0,27.0,86.0,19.0,0.0,0.0,100.0,83.0,7.0,8.0,20.0,0.0,40.0,3.431410433342534,0.0,0.0,76.0,45.0,6.0,1.0,4.0,70.0,1.0
65.0,109.0,1.0,54.0,35.0,0.0,0.0,97.0,3.0,4.0,6.0,34.0,2.0,42.0,24.0,2.0,2.0,6.0,74.0,2.0,2.0,1.0,44.0,0.0
83.0,256.0,28.0,100.0,31.0,0.0,0.0,100.0,83.0,7.0,8.0,34.0,0.0,26.0,21.0,0.0,0.0,14.0,70.2104219767771,3.0,2.0,1.0,56.0,0.0
62.0,181.0,12.0,80.0,26.0,0.0,0.0,88.0,6.0,4.0,6.0,26.0,0.0,15.0,0.0,1.0,1.0,67.0,70.2104219767771,4.0,1.0,2.0,67.0,0.0
87.0,129.0,2.0,77.0,15.0,0.0,0.0,100.0,83.0,7.0,8.0,16.0,2.0,19.0,0.0,0.0,0.0,6.0,66.51626155426224,3.0,1.0,0.0,40.0,1.0
61.0,172.0,9.0,59.0,22.0,1.0,1.0,96.0,0.0,2.0,4.0,23.0,1.0,30.0,0.0,0.0,0.0,54.0,84.0,7.0,4.0,2.0,92.0,0.0
60.0,170.0,3.0,52.0,3.0,1.0,1.0,100.0,83.0,6.0,8.0,5.0,2.0,60.0,0.0,14.0,14.0,44.83497092440346,92.0,1.0,2.0,1.464035646085296,75.0,0.0
82.0,213.0,20.0,115.0,27.0,0.0,0.0,100.0,83.0,7.0,8.0,27.0,0.0,22.0,19.0,0.0,0.0,38.0,80.0,3.0,3.0,1.0,75.0,1.0
83.0,267.0,17.0,106.0,13.0,0.0,0.0,92.0,53.0,6.0,6.0,13.0,0.0,15.0,24.0,0.0,0.0,48.0,66.51626155426224,4.0,1.0,0.0,83.0,1.0
82.0,260.0,21.0,104.0,19.0,0.0,0.0,100.0,83.0,7.0,8.0,21.0,0.0,43.0,4.0,2.0,2.0,4.0,66.51626155426224,1.0,2.397237827715356,0.0,17.0,1.0
83.0,222.78659459459465,6.0,55.0,6.0,0.0,0.0,100.0,83.0,7.0,8.0,0.0,3.0,67.0,24.0,1.0,1.0,15.0,101.0,2.0,2.0,0.0,100.0,1.0
83.0,327.0,1.0,76.0,32.0,0.0,0.0,100.0,83.0,7.0,8.0,26.0,2.0,18.0,2.0,1.0,1.0,14.0,83.0,1.0,2.0,0.0,50.0,1.0
68.0,98.0,0.0,48.0,28.0,1.0,1.0,94.0,27.0,6.0,4.0,32.0,6.0,19.0,1.0,6.0,6.0,53.0,95.0,5.0,2.0,1.0,50.0,1.0
68.0,180.43139604553625,4.0,91.0,22.0,0.0,0.0,95.0,4.0,4.0,6.0,0.0,1.0,45.0,3.0,1.0,1.0,40.0,58.0,4.0,3.0,2.0,78.0,0.0
67.0,194.0,3.0,97.0,38.0,8.0,7.0,77.0,37.0,6.0,2.0,45.0,3.0,47.0,2.0,1.0,1.0,7.0,22.0,3.0,2.0,0.0,45.0,1.0
73.0,219.0,2.0,82.0,28.0,0.0,0.0,93.0,13.0,6.0,6.0,29.0,2.0,14.0,1.0,1.0,1.0,28.0,66.51626155426224,7.0,1.0,0.0,50.0,1.0
78.0,256.0,2.0,83.0,25.0,0.0,0.0,100.0,83.0,7.0,8.0,27.0,1.0,19.0,3.0,1.0,1.0,34.0,66.51626155426224,4.0,1.0,2.0,33.0,1.0
65.0,157.0,6.0,44.0,13.0,1.0,0.0,93.0,30.0,6.0,5.0,14.0,4.0,36.0,4.0,1.0,1.0,23.0,80.0,3.0,2.0,1.464035646085296,67.0,0.0
77.0,260.0,4.0,97.0,29.0,0.0,0.0,97.0,40.0,6.0,6.0,30.0,2.0,13.0,0.0,0.0,0.0,36.0,66.51626155426224,3.0,2.397237827715356,0.0,33.0,1.0
39.0,80.0,11.0,11.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,11.0,1.0,0.0,0.0,4.0,4.0,44.83497092440346,70.2104219767771,4.487420127795527,2.5639510341916423,1.464035646085296,72.36509176103084,0.0
67.0,310.0,18.0,101.0,31.0,0.0,0.0,97.0,9.0,4.0,6.0,31.0,0.0,42.0,0.0,1.0,1.0,72.0,31.0,3.0,2.0,2.0,86.0,1.0
81.0,160.0,14.0,76.0,13.0,0.0,0.0,92.0,26.0,6.0,6.0,13.0,0.0,46.0,4.0,1.0,1.0,16.0,64.0,2.0,3.0,0.0,71.0,1.0
72.0,397.0,8.0,116.0,59.0,0.0,0.0,100.0,83.0,7.0,8.0,60.0,1.0,3.0,4.0,1.0,1.0,10.0,72.0,17.0,1.0,3.0,56.0,0.0
69.0,79.0,16.0,50.0,12.0,2.0,2.0,100.0,83.0,6.0,8.0,13.0,0.0,75.0,24.0,2.0,2.0,22.0,81.0,2.0,4.0,0.0,100.0,0.0
72.0,113.0,18.0,55.0,25.0,0.0,0.0,96.0,83.0,5.0,7.0,25.0,0.0,48.0,0.0,2.0,2.0,52.0,27.0,4.0,4.0,1.0,73.0,0.0
88.0,170.0,3.0,87.0,14.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,1.0,29.0,2.0,1.0,1.0,1.0,97.0,1.0,2.0,0.0,67.0,1.0
88.0,196.0,5.0,85.0,32.0,0.0,0.0,100.0,83.0,7.0,8.0,32.0,1.0,16.0,0.0,1.0,1.0,8.0,66.51626155426224,1.0,2.397237827715356,0.0,10.0,1.0
68.0,108.0,5.0,60.0,13.0,1.0,1.0,100.0,83.0,6.0,8.0,14.0,1.0,50.0,5.0,0.0,0.0,78.0,66.51626155426224,2.0,2.0,1.0,100.0,1.0
70.0,244.0,4.0,131.0,34.0,0.0,0.0,97.0,83.0,5.0,7.0,23.0,1.0,24.0,1.595608884350268,0.0,0.0,78.0,76.0,14.0,2.0,6.0,84.0,0.0
81.0,306.0,5.0,74.0,16.0,0.0,0.0,100.0,83.0,7.0,8.0,18.0,1.0,11.0,0.0,0.0,0.0,25.0,101.0,7.0,1.0,1.0,80.0,1.0
79.0,314.0,1.0,102.0,25.0,0.0,0.0,100.0,83.0,7.0,8.0,26.0,3.0,31.0,0.0,4.0,4.0,13.0,84.0,3.0,4.0,1.0,50.0,1.0
65.0,144.0,13.0,84.0,9.0,0.0,0.0,73.0,54.0,6.0,6.0,11.0,0.0,18.0,0.0,0.0,0.0,78.0,70.2104219767771,7.0,1.0,2.0,89.0,0.0
80.0,215.0,3.0,85.0,18.0,0.0,0.0,100.0,83.0,7.0,8.0,11.0,2.0,50.0,2.0,1.0,1.0,28.0,96.0,3.0,2.0,0.0,63.0,1.0
75.0,255.0,5.0,102.0,30.0,0.0,0.0,100.0,83.0,7.0,8.0,32.0,2.0,13.0,0.0,1.0,1.0,39.0,95.0,7.0,2.0,4.0,53.0,0.0
88.0,188.0,3.0,73.0,16.0,0.0,0.0,100.0,83.0,7.0,8.0,16.0,2.0,25.0,0.0,0.0,0.0,6.0,70.2104219767771,2.0,1.0,0.0,43.0,0.0
65.0,128.0,4.0,50.0,29.0,1.0,1.0,93.0,15.0,5.0,3.0,30.0,2.0,60.0,2.0,1.0,1.0,35.0,93.0,2.0,6.0,1.0,57.0,0.0
75.0,156.0,4.0,64.0,23.0,0.0,0.0,100.0,83.0,7.0,8.0,23.0,4.0,74.0,0.0,1.0,1.0,51.0,87.0,3.0,4.0,2.0,78.0,1.0
93.0,417.0,25.0,235.0,9.0,0.0,0.0,100.0,83.0,7.0,8.0,9.0,0.0,22.0,3.431410433342534,1.0,0.0,0.0,66.51626155426224,1.0,2.397237827715356,0.0,40.0,1.0
64.0,103.0,1.0,52.0,22.0,1.0,1.0,88.0,26.0,6.0,6.0,24.0,3.0,38.0,1.0,5.0,5.0,29.0,77.0,4.0,3.0,2.0,58.0,0.0
80.0,231.0,3.0,61.0,27.0,0.0,0.0,100.0,83.0,7.0,8.0,25.0,4.0,33.0,18.0,0.0,0.0,10.0,92.0,3.0,2.0,0.0,45.0,0.0
72.0,139.0,6.0,51.0,11.0,0.0,0.0,91.0,18.848360655737704,6.0,6.0,11.0,2.0,91.0,0.0,0.0,0.0,44.83497092440346,80.0,4.487420127795527,3.0,1.464035646085296,100.0,0.0
73.0,207.0,4.0,68.0,25.0,0.0,0.0,96.0,17.0,6.0,6.0,26.0,4.0,46.0,0.0,4.0,3.0,0.0,66.51626155426224,2.0,1.0,0.0,43.0,1.0
65.0,212.0,8.0,60.0,19.0,0.0,0.0,96.0,4.0,4.0,6.0,25.0,4.0,60.0,0.0,0.0,0.0,77.0,71.0,5.0,6.0,2.0,92.0,0.0
67.0,223.0,4.0,88.0,26.0,0.0,0.0,100.0,83.0,7.0,8.0,26.0,2.0,38.0,0.0,1.0,1.0,77.0,70.0,6.0,7.0,2.0,88.0,0.0
91.0,288.0,33.0,122.0,16.0,0.0,0.0,100.0,83.0,7.0,8.0,34.0,0.0,31.0,3.431410433342534,0.0,0.0,2.0,66.51626155426224,1.0,1.0,0.0,29.0,1.0
58.0,336.0,1.0,52.0,27.0,1.0,1.0,100.0,83.0,0.0,8.0,54.0,5.0,29.0,1.0,2.0,2.0,34.0,63.0,6.0,4.0,3.0,63.0,0.0
72.0,141.0,1.0,66.0,10.0,0.0,0.0,83.0,15.0,6.0,6.0,12.0,2.0,25.0,0.0,1.0,1.0,49.0,94.0,2.0,1.0,1.0,33.0,0.0
80.0,264.0,9.0,81.0,18.0,0.0,0.0,100.0,83.0,7.0,8.0,18.0,2.0,39.0,10.0,0.0,0.0,22.0,89.0,2.0,2.0,0.0,57.0,1.0
69.0,160.0,5.0,109.0,11.0,1.0,1.0,92.0,20.0,6.0,3.0,13.0,1.0,31.0,24.0,0.0,0.0,94.0,70.2104219767771,3.0,2.0,3.0,100.0,0.0
84.0,149.0,7.0,80.0,18.0,0.0,0.0,100.0,83.0,7.0,8.0,38.0,2.0,28.0,1.0,1.0,1.0,2.0,87.0,1.0,2.0,0.0,38.0,1.0
68.0,178.0,7.0,67.0,36.0,2.0,0.0,78.0,7.0,4.0,5.0,41.0,3.0,54.0,24.0,0.0,0.0,17.0,65.0,4.0,5.0,0.0,64.0,0.0
63.0,180.43139604553625,31.0,86.0,13.0,1.0,1.0,93.0,35.0,6.0,6.0,14.0,0.0,21.0,24.0,2.0,2.0,83.0,40.0,6.0,1.0,2.0,88.0,0.0
75.0,253.0,12.0,40.0,22.0,0.0,0.0,100.0,83.0,7.0,8.0,50.0,0.0,32.0,24.0,5.0,5.0,8.0,47.0,3.0,2.0,0.0,46.0,0.0
69.0,77.0,3.0,44.0,18.0,3.0,1.0,85.0,25.0,6.0,5.0,21.0,3.0,10.0,24.0,1.0,1.0,1.0,97.0,3.0,1.0,0.0,33.0,1.0
85.0,253.0,11.0,106.0,17.0,0.0,0.0,100.0,83.0,5.0,7.0,19.0,1.0,32.0,24.0,3.0,3.0,34.0,66.51626155426224,3.0,1.0,0.0,80.0,1.0
69.0,150.0,18.0,76.0,19.0,0.0,0.0,95.0,27.0,6.0,6.0,21.0,0.0,33.0,1.0,1.0,1.0,34.0,70.2104219767771,1.0,1.0,1.0,67.0,0.0
80.0,230.0,6.0,84.0,34.0,0.0,0.0,94.0,24.0,6.0,6.0,34.0,1.0,32.0,1.0,2.0,2.0,11.0,47.0,5.0,2.0,0.0,64.0,1.0
82.0,368.0,0.0,89.0,23.0,0.0,0.0,96.0,43.0,6.0,6.0,26.0,1.0,54.0,11.0,0.0,0.0,16.0,83.0,2.0,1.0,1.0,38.0,1.0
74.0,310.0,4.0,101.0,8.0,1.0,0.0,89.0,14.0,6.0,5.0,9.0,2.0,67.0,13.0,0.0,0.0,23.0,63.0,1.0,4.0,0.0,71.0,1.0
62.0,398.0,3.0,133.0,33.0,0.0,0.0,88.0,37.0,6.0,6.0,34.0,2.0,44.0,0.0,3.0,3.0,56.0,89.0,8.0,3.0,4.0,65.0,0.0
81.0,159.0,3.0,48.0,22.0,0.0,0.0,100.0,83.0,7.0,8.0,22.0,4.0,32.0,0.0,2.0,1.0,26.0,85.0,5.0,3.0,2.0,69.0,0.0
65.0,256.0,15.0,52.0,17.0,0.0,0.0,100.0,83.0,7.0,8.0,19.0,0.0,29.0,2.0,5.0,5.0,57.0,79.0,2.0,4.0,2.0,60.0,1.0
68.0,227.0,1.0,67.0,24.0,0.0,0.0,96.0,4.0,6.0,6.0,21.0,4.0,56.0,0.0,3.0,3.0,14.0,23.0,3.0,4.0,0.0,64.0,1.0
88.0,190.0,6.0,65.0,20.0,0.0,0.0,100.0,83.0,7.0,8.0,21.0,1.0,14.0,5.0,1.0,1.0,0.0,50.0,4.0,2.0,0.0,46.0,1.0
83.0,398.0,3.0,118.0,29.0,0.0,0.0,100.0,83.0,7.0,8.0,29.0,2.0,31.0,0.0,3.0,3.0,22.0,87.0,6.0,3.0,0.0,69.0,1.0
62.0,281.0,1.0,54.0,41.0,0.0,0.0,85.0,2.0,4.0,6.0,47.0,7.0,47.0,0.0,6.0,5.0,34.0,87.0,7.0,3.0,1.0,67.0,0.0
70.0,119.0,3.0,29.0,8.0,0.0,0.0,88.0,2.0,4.0,6.0,8.0,1.0,75.0,0.0,2.0,2.0,0.0,49.0,0.0,4.0,1.464035646085296,80.0,0.0
62.0,86.0,8.0,31.0,13.0,0.0,0.0,92.0,3.0,4.0,6.0,13.0,2.0,15.0,0.0,0.0,0.0,46.0,70.2104219767771,5.0,1.0,1.0,60.0,0.0
70.0,180.43139604553625,11.0,23.0,6.0,1.0,1.0,100.0,83.0,6.0,8.0,6.0,1.0,33.0,24.0,0.0,0.0,3.0,47.0,2.0,2.0,0.0,67.0,0.0
83.0,108.0,17.0,69.0,8.0,0.0,0.0,100.0,83.0,7.0,8.0,8.0,0.0,63.0,4.0,1.0,1.0,21.0,72.0,1.0,1.0,0.0,67.0,0.0
67.0,124.0,2.0,47.0,38.0,0.0,0.0,100.0,83.0,7.0,8.0,39.0,3.0,23.0,0.0,8.0,8.0,56.0,70.0,7.0,4.0,3.0,65.0,0.0
84.0,352.0,25.0,154.0,14.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,0.0,36.0,3.431410433342534,0.0,0.0,13.0,66.51626155426224,2.0,1.0,1.0,50.0,1.0
90.0,244.0,4.0,96.0,31.0,0.0,0.0,100.0,83.0,7.0,8.0,31.0,1.0,42.0,0.0,3.0,3.0,2.0,66.51626155426224,1.0,1.0,0.0,20.0,1.0
60.0,63.0,4.0,21.0,16.0,0.0,0.0,88.0,39.0,5.0,6.0,16.0,5.0,38.0,0.0,5.0,5.0,74.0,94.0,6.0,4.0,1.0,92.0,0.0
83.0,203.0,6.0,86.0,17.0,0.0,0.0,100.0,83.0,7.0,8.0,17.0,2.0,47.0,0.0,0.0,0.0,12.0,70.0,2.0,3.0,1.0,63.0,1.0
77.0,201.0,1.0,73.0,23.0,0.0,0.0,100.0,83.0,7.0,8.0,25.0,2.0,40.0,0.0,2.0,2.0,42.0,101.0,5.0,2.0,3.0,64.0,0.0
77.0,281.0,9.0,90.0,37.0,0.0,0.0,100.0,83.0,7.0,8.0,37.0,1.0,38.0,0.0,1.0,1.0,34.0,53.0,3.0,4.0,1.0,62.0,0.0
88.0,419.0,11.0,101.0,21.0,0.0,0.0,100.0,83.0,7.0,8.0,21.0,1.0,33.0,0.0,0.0,0.0,0.0,70.2104219767771,0.0,1.0,0.0,25.0,0.0
87.0,215.0,34.0,80.0,18.0,0.0,0.0,100.0,83.0,7.0,8.0,24.0,0.0,33.0,24.0,1.0,1.0,2.0,66.51626155426224,1.0,2.0,0.0,75.0,1.0
68.0,19.0,9.0,15.0,6.0,0.0,0.0,100.0,83.0,7.0,8.0,6.0,2.0,33.0,0.0,2.0,2.0,11.0,99.0,2.0,1.0,1.464035646085296,75.0,0.0
58.0,162.0,11.0,103.0,35.0,1.0,1.0,66.0,25.0,5.0,2.0,41.0,1.0,49.0,0.0,1.0,1.0,69.0,92.0,8.0,5.0,2.0,88.0,0.0
82.0,108.0,7.0,60.0,17.0,0.0,0.0,100.0,83.0,7.0,8.0,18.0,1.0,28.0,0.0,0.0,0.0,36.0,40.0,2.0,3.0,0.0,56.0,0.0
