0,1,2,3,4,5,6,7,Y,E
1,3,-10,-2,-2,-2,56,9,-11,25
3,2,-11,-2,-3,-2,57,14,-11,25
2,2,-11,-2,-2,-2,30,0,-11,25
2,2,-11,-3,-2,-2,9,9,-10,14
3,2,-10,-2,-2,-2,20,11,-11,25
1,1,-11,-2,-2,-2,5,2,-10,10
1,1,-10,-2,-2,-3,223,1,-11,25
2,1,-11,-2,-1,-2,53,17,-10,2
4,2,-10,-2,-2,-1,239,10,-11,25
3,2,-11,-3,-2,-2,35,10,-11,25
2,1,-11,-2,-2,-2,35,15,-10,2
1,2,-11,-2,-2,-1,40,7,-11,25
2,1,-10,-2,-2,-1,4,4,-10,11
2,3,-11,-1,-3,-2,48,10,-11,25
1,1,-10,-2,-2,-1,32,32,-10,1
2,1,-10,-2,-2,-2,140,22,-10,23
1,3,-11,-2,-1,-2,171,5,-11,25
3,2,-11,-1,-2,-2,48,9,-11,25
1,2,-11,-2,-2,-1,9,9,-10,13
2,3,-11,-2,-2,-2,2,2,-11,25
2,2,-11,-3,-2,-3,265,3,-11,25
2,1,-10,-2,-1,-3,5,5,-10,11
1,1,-11,-1,-3,-3,3,0,-10,10
4,2,-10,-2,-2,-3,79,20,-11,25
1,1,-10,-3,-2,-2,44,44,-10,1
2,2,-11,-2,-2,-2,47,7,-11,25
1,2,-10,-2,-2,-2,0,0,-10,13
2,2,-11,-2,-3,-2,44,19,-11,25
1,3,-10,-2,-3,-2,259,21,-10,7
3,3,-10,-2,-2,-1,66,6,-11,25
2,3,-10,-2,-2,-2,17,0,-11,25
2,2,-11,-2,-2,-2,36,4,-11,25
2,1,-11,-2,-2,-1,313,1,-11,25
1,1,-10,-1,-2,-2,354,3,-11,25
1,2,-10,-2,-2,-2,6,2,-10,13
2,1,-10,-2,-3,-2,143,9,-10,19
2,2,-10,-2,-2,-2,43,4,-11,25
2,3,-10,-2,-2,-2,23,13,-11,25
4,1,-11,-2,-2,-2,103,10,-11,25
3,3,-11,-2,-2,-2,228,18,-11,25
1,2,-11,-2,-2,-2,3,3,-10,13
2,3,-10,-2,-3,-2,137,1,-11,25
1,2,-11,-2,-2,-2,36,10,-11,25
2,3,-10,-2,-2,-2,5,5,-11,25
1,1,-10,-2,-2,-1,38,3,-11,25
1,1,-10,-3,-2,-2,18,1,-11,25
1,1,-10,-2,-2,-1,14,2,-11,25
2,2,-10,-2,-2,-2,174,0,-10,24
2,2,-11,-2,-2,-1,356,19,-11,25
2,1,-10,-3,-2,-2,32,2,-11,25
2,2,-10,-2,-2,-2,184,20,-10,24
3,2,-11,-2,-2,-2,203,13,-11,25
3,1,-10,-3,-1,-2,223,10,-11,25
3,2,-10,-2,-3,-2,26,0,-10,20
1,3,-10,-2,-2,-2,4,4,-11,25
1,2,-11,-3,-2,-2,40,40,-10,4
1,3,-11,-3,-2,-2,222,2,-11,25
2,3,-11,-2,-2,-2,13,10,-11,25
1,3,-11,-2,-2,-2,301,10,-11,25
3,3,-10,-2,-2,-2,175,175,-10,9
1,1,-10,-2,-2,-2,295,16,-10,1
3,3,-10,-2,-2,-2,311,229,-10,9
1,1,-11,-1,-2,-2,215,2,-11,25
1,2,-10,-2,-2,-3,321,15,-11,25
2,1,-11,-2,-2,-2,186,1,-11,25
2,2,-11,-2,-2,-2,187,8,-11,25
3,3,-11,-2,-2,-3,284,5,-11,25
1,2,-10,-2,-2,-2,327,327,-10,4
1,3,-10,-3,-2,-1,20,8,-11,25
1,2,-10,-2,-2,-2,225,19,-11,25
3,2,-10,-2,-2,-2,51,16,-11,25
1,3,-11,-2,-3,-1,4,4,-11,25
4,1,-11,-3,-3,-2,39,19,-11,25
4,3,-11,-2,-2,-2,225,5,-11,25
2,2,-11,-2,-2,-2,36,10,-11,25
2,1,-10,-2,-2,-1,57,57,-10,2
1,1,-11,-2,-2,-2,202,6,-11,25
4,3,-11,-2,-2,-2,114,8,-11,25
1,2,-11,-2,-2,-2,21,21,-10,13
2,2,-11,-2,-2,-2,36,2,-11,25
2,1,-10,-2,-2,-3,48,1,-11,25
1,2,-11,-2,-2,-2,53,21,-10,4
3,2,-11,-2,-2,-2,210,6,-11,25
3,1,-11,-2,-2,-1,18,17,-10,12
1,2,-10,-2,-3,-2,134,9,-10,20
1,1,-11,-2,-2,-2,18,18,-10,1
1,2,-11,-2,-2,-2,40,0,-11,25
1,1,-10,-3,-3,-2,223,4,-10,21
3,2,-11,-2,-2,-2,47,5,-11,25
2,1,-10,-2,-3,-2,118,0,-10,19
2,1,-11,-2,-2,-1,281,8,-11,25
3,1,-10,-2,-2,-2,23,0,-10,12
1,1,-11,-3,-2,-2,58,3,-11,25
2,3,-11,-2,-2,-2,14,14,-11,25
2,3,-11,-2,-2,-2,19,19,-11,25
1,3,-11,-2,-2,-2,44,9,-11,25
2,2,-11,-2,-1,-2,269,2,-11,25
1,2,-10,-2,-3,-1,2,0,-10,13
2,2,-11,-2,-2,-2,188,9,-11,25
2,2,-11,-2,-2,-2,13,13,-10,14
2,1,-10,-2,-2,-2,3,0,-10,11
2,1,-10,-2,-2,-2,266,17,-10,2
4,1,-10,-2,-2,-2,230,15,-11,25
1,2,-11,-2,-2,-2,63,3,-11,25
1,1,-11,-2,-3,-2,18,7,-11,25
1,3,-11,-2,-2,-1,338,9,-11,25
1,3,-11,-2,-2,-2,183,9,-11,25
3,3,-10,-1,-1,-3,12,9,-11,25
2,1,-10,-3,-2,-2,109,4,-11,25
1,3,-10,-2,-2,-3,45,1,-11,25
3,1,-10,-2,-2,-3,189,72,-10,3
1,2,-11,-2,-3,-2,208,6,-11,25
1,2,-10,-2,-2,-2,47,9,-11,25
1,3,-11,-2,-2,-2,92,4,-11,25
1,3,-11,-2,-2,-1,25,25,-10,7
3,2,-10,-2,-2,-2,49,5,-11,25
2,3,-10,-2,-2,-2,14,0,-11,25
3,2,-11,-2,-2,-1,20,9,-11,25
1,2,-11,-2,-2,-2,0,0,-10,13
1,3,-10,-2,-2,-2,327,23,-10,7
2,2,-10,-2,-2,-2,33,11,-11,25
3,1,-11,-2,-2,-2,13,13,-10,12
1,1,-10,-1,-2,-3,36,18,-10,1
2,3,-11,-2,-3,-1,222,18,-11,25
2,3,-11,-3,-2,-2,23,6,-11,25
3,2,-10,-2,-3,-2,17,0,-10,20
1,3,-10,-2,-3,-2,348,7,-11,25
3,3,-11,-2,-2,-2,17,2,-11,25
1,3,-11,-2,-2,-1,34,8,-11,25
1,1,-11,-2,-1,-2,234,18,-10,1
1,3,-10,-2,-2,-1,19,8,-11,25
3,1,-11,-2,-2,-2,62,0,-11,25
1,2,-11,-2,-2,-2,59,2,-11,25
2,1,-10,-2,-2,-2,32,1,-11,25
3,2,-11,-3,-3,-1,110,13,-11,25
3,2,-10,-3,-2,-1,10,10,-11,25
1,1,-10,-2,-2,-2,1,1,-10,10
1,3,-11,-2,-3,-2,15,3,-11,25
1,2,-11,-2,-1,-2,25,19,-11,25
3,1,-11,-2,-3,-3,302,4,-11,25
2,3,-10,-2,-2,-1,39,8,-11,25
1,3,-11,-2,-2,-2,161,11,-11,25
1,2,-11,-2,-2,-3,145,1,-11,25
2,2,-10,-2,-2,-2,341,116,-10,5
2,3,-10,-2,-2,-2,11,11,-11,25
2,1,-10,-2,-1,-1,89,10,-11,25
3,1,-10,-2,-2,-2,19,19,-10,12
1,1,-11,-2,-3,-2,22,15,-10,1
1,2,-11,-2,-2,-1,159,5,-11,25
3,1,-11,-2,-2,-2,314,9,-11,25
1,1,-10,-2,-2,-2,353,11,-11,25
1,3,-11,-2,-2,-2,329,47,-10,7
1,3,-10,-3,-2,-1,0,0,-11,25
1,2,-11,-2,-1,-2,325,20,-10,4
1,3,-11,-2,-2,-2,23,9,-11,25
1,1,-10,-3,-2,-1,328,15,-10,0
1,2,-10,-2,-2,-2,65,3,-11,25
2,2,-10,-3,-1,-2,303,10,-11,25
1,2,-11,-1,-3,-2,3,3,-10,13
1,3,-10,-2,-3,-1,1,1,-10,17
2,1,-11,-2,-2,-2,188,17,-10,2
3,3,-11,-2,-2,-2,317,11,-11,25
1,3,-11,-2,-2,-2,177,14,-11,25
4,2,-10,-2,-2,-1,18,5,-11,25
2,1,-11,-3,-2,-3,31,9,-11,25
2,2,-10,-2,-3,-2,50,7,-10,20
2,2,-10,-2,-2,-2,152,23,-10,24
1,2,-11,-2,-2,-2,233,5,-11,25
2,3,-11,-2,-2,-2,175,11,-11,25
1,1,-11,-2,-2,-2,64,11,-11,25
1,1,-10,-2,-3,-2,251,13,-10,19
1,1,-10,-3,-2,-2,12,12,-11,25
4,2,-11,-2,-3,-2,15,15,-11,25
2,1,-10,-2,-2,-2,123,3,-10,23
1,3,-10,-2,-2,-2,317,8,-11,25
3,1,-11,-2,-2,-2,33,14,-11,25
1,1,-11,-2,-2,-1,331,5,-11,25
1,2,-11,-2,-2,-2,69,4,-11,25
2,2,-11,-3,-2,-2,18,6,-10,14
2,2,-11,-1,-2,-1,36,4,-11,25
1,1,-11,-3,-2,-2,83,4,-11,25
1,1,-10,-3,-2,-2,340,11,-11,25
1,1,-10,-2,-2,-2,33,22,-10,1
2,1,-10,-2,-2,-1,43,1,-11,25
2,1,-11,-3,-2,-2,23,0,-11,25
1,3,-11,-2,-2,-2,3,2,-11,25
1,2,-10,-2,-3,-2,42,10,-10,20
1,1,-11,-2,-2,-1,200,21,-10,1
2,2,-11,-2,-2,-2,59,15,-11,25
2,2,-11,-2,-3,-2,306,8,-11,25
2,1,-11,-1,-2,-1,29,7,-11,25
1,1,-10,-3,-2,-2,79,11,-11,25
1,1,-11,-2,-3,-3,207,15,-10,1
3,1,-10,-2,-2,-1,16,15,-10,12
1,2,-10,-2,-1,-2,140,140,-10,24
2,2,-10,-1,-2,-2,11,6,-10,14
3,3,-10,-2,-2,-2,53,6,-11,25
1,3,-10,-2,-1,-3,54,7,-11,25
1,1,-11,-3,-2,-2,27,7,-11,25
1,1,-11,-2,-2,-3,80,10,-11,25
2,1,-10,-2,-2,-2,52,4,-11,25
4,2,-10,-2,-2,-2,23,22,-11,25
4,3,-10,-2,-3,-2,194,11,-11,25
1,3,-11,-2,-3,-3,12,9,-11,25
4,3,-10,-2,-2,-2,105,5,-11,25
1,3,-11,-2,-2,-1,3,3,-11,25
1,2,-11,-2,-2,-2,111,8,-11,25
1,2,-11,-2,-2,-1,8,8,-10,13
2,2,-10,-2,-2,-1,7,7,-10,14
1,3,-10,-2,-2,-2,92,8,-11,25
1,1,-11,-2,-2,-2,285,205,-10,1
1,3,-11,-2,-2,-2,0,0,-11,25
1,3,-11,-2,-2,-2,6,6,-11,25
3,1,-10,-1,-2,-1,30,11,-11,25
1,3,-11,-3,-3,-2,1,1,-11,25
3,1,-11,-2,-2,-2,16,16,-10,12
1,2,-10,-2,-2,-1,75,18,-11,25
3,1,-11,-2,-2,-2,51,11,-11,25
1,1,-10,-2,-2,-2,277,87,-10,1
1,1,-11,-2,-2,-2,20,20,-10,1
3,3,-11,-2,-3,-3,231,9,-11,25
1,3,-11,-2,-2,-3,10,3,-11,25
2,2,-11,-1,-2,-2,144,15,-11,25
1,2,-11,-2,-2,-2,0,0,-10,13
2,2,-10,-2,-2,-3,210,15,-11,25
1,1,-11,-2,-2,-2,13,4,-11,25
2,1,-10,-2,-2,-2,9,5,-10,11
1,2,-11,-2,-2,-2,15,7,-10,13
4,3,-11,-2,-2,-1,88,3,-11,25
1,2,-11,-2,-1,-2,21,21,-10,13
1,1,-10,-2,-2,-2,6,6,-10,10
3,1,-10,-2,-2,-3,219,18,-10,3
2,1,-10,-2,-2,-3,77,7,-11,25
1,2,-10,-2,-2,-2,11,1,-10,13
3,2,-11,-2,-2,-2,26,0,-11,25
3,2,-10,-2,-2,-2,150,15,-10,24
3,3,-10,-3,-3,-1,212,2,-10,18
2,3,-11,-2,-2,-2,298,4,-11,25
1,3,-10,-2,-3,-2,57,10,-11,25
2,1,-11,-2,-2,-1,272,3,-11,25
2,2,-10,-3,-2,-2,2,2,-10,14
3,1,-11,-2,-2,-2,101,10,-11,25
1,3,-10,-3,-2,-2,315,4,-11,25
4,1,-11,-2,-2,-2,273,15,-11,25
2,3,-10,-2,-2,-1,111,4,-11,25
3,2,-11,-2,-2,-3,20,10,-11,25
1,2,-11,-2,-2,-2,38,6,-11,25
1,2,-10,-3,-2,-3,23,4,-10,13
1,2,-10,-2,-2,-2,347,0,-11,25
1,3,-10,-1,-2,-2,45,6,-11,25
1,3,-11,-2,-2,-2,186,11,-11,25
4,2,-11,-2,-2,-2,39,0,-11,25
2,2,-11,-2,-2,-2,47,7,-11,25
3,3,-10,-2,-2,-1,169,18,-11,25
2,1,-11,-2,-2,-2,3,3,-10,11
1,1,-11,-3,-3,-3,327,259,-10,1
1,2,-10,-2,-2,-2,2,2,-10,13
2,1,-10,-1,-3,-2,259,11,-10,15
1,1,-11,-2,-1,-2,334,2,-11,25
3,1,-10,-2,-3,-3,11,10,-10,12
4,2,-11,-3,-1,-2,7,1,-11,25
1,1,-11,-2,-2,-2,74,10,-11,25
1,2,-10,-2,-3,-2,117,2,-10,20
1,1,-11,-2,-2,-2,45,45,-10,1
3,1,-11,-2,-2,-2,15,0,-10,12
2,2,-10,-2,-2,-2,187,6,-10,24
2,3,-10,-2,-2,-1,36,13,-11,25
1,3,-11,-2,-2,-3,160,1,-11,25
3,1,-11,-2,-2,-2,278,264,-10,3
3,3,-10,-2,-2,-3,21,0,-11,25
2,1,-11,-2,-3,-2,20,14,-11,25
2,1,-10,-2,-2,-3,15,15,-10,2
1,3,-10,-3,-2,-2,11,9,-11,25
1,3,-10,-2,-2,-2,159,2,-11,25
2,1,-10,-1,-2,-2,246,0,-11,25
3,3,-11,-2,-2,-2,54,10,-11,25
2,3,-10,-2,-2,-2,181,14,-11,25
3,2,-11,-2,-3,-3,227,0,-11,25
2,3,-10,-2,-2,-1,11,11,-11,25
3,1,-10,-1,-3,-2,289,16,-10,3
1,2,-10,-2,-2,-2,127,19,-11,25
2,1,-10,-2,-2,-1,218,0,-11,25
2,1,-11,-2,-2,-2,19,5,-11,25
1,1,-10,-3,-2,-2,106,8,-11,25
2,2,-10,-2,-2,-3,313,295,-10,5
1,3,-11,-2,-2,-2,30,30,-10,7
1,1,-10,-2,-3,-1,211,11,-10,17
2,3,-11,-2,-2,-2,166,5,-11,25
2,1,-11,-3,-2,-2,11,8,-10,11
2,3,-10,-2,-2,-1,1,1,-11,25
3,2,-11,-2,-3,-1,105,3,-11,25
2,2,-10,-2,-2,-1,352,18,-11,25
1,3,-10,-2,-2,-2,281,7,-11,25
1,1,-11,-2,-2,-2,47,23,-10,1
1,2,-11,-2,-2,-2,29,6,-11,25
1,2,-11,-2,-2,-2,151,11,-11,25
2,2,-10,-2,-1,-2,43,7,-11,25
1,3,-10,-3,-2,-1,354,2,-11,25
4,1,-10,-2,-2,-2,324,5,-11,25
2,1,-11,-3,-2,-2,22,17,-10,2
1,3,-11,-2,-3,-3,20,10,-11,25
2,2,-11,-3,-2,-2,29,22,-10,14
2,1,-10,-2,-2,-2,317,9,-11,25
1,2,-11,-2,-2,-2,21,2,-10,13
2,2,-10,-2,-2,-2,67,11,-11,25
1,2,-11,-3,-3,-2,341,10,-11,25
3,1,-11,-3,-2,-2,40,0,-11,25
2,1,-11,-2,-2,-2,44,44,-10,2
1,2,-11,-2,-2,-2,350,158,-10,4
1,2,-11,-1,-2,-2,52,0,-11,25
2,2,-10,-2,-2,-3,7,4,-10,14
2,1,-11,-2,-2,-1,53,11,-11,25
3,2,-11,-1,-2,-2,176,22,-11,25
1,1,-11,-2,-2,-2,10,6,-10,10
1,2,-11,-3,-2,-2,164,2,-11,25
2,1,-10,-2,-2,-2,126,126,-10,23
1,3,-11,-2,-2,-3,18,0,-11,25
3,1,-10,-3,-2,-2,90,90,-10,3
2,2,-10,-1,-2,-3,23,0,-10,14
1,3,-11,-2,-2,-2,20,5,-11,25
2,3,-11,-2,-2,-3,18,0,-11,25
1,1,-10,-3,-2,-1,12,0,-10,0
3,2,-11,-2,-2,-2,74,9,-11,25
1,1,-11,-2,-3,-2,177,9,-11,25
1,3,-11,-2,-2,-3,291,22,-10,7
1,1,-10,-2,-3,-2,6,5,-10,19
4,2,-11,-2,-2,-2,170,5,-11,25
1,3,-10,-2,-2,-2,16,16,-11,25
1,1,-10,-2,-2,-2,23,23,-10,1
1,1,-10,-3,-2,-3,50,5,-11,25
2,1,-11,-2,-2,-2,334,1,-11,25
3,1,-10,-3,-2,-2,28,28,-10,12
1,3,-11,-1,-2,-1,74,1,-11,25
2,2,-10,-2,-2,-2,56,20,-10,5
1,2,-10,-2,-1,-2,183,3,-10,24
2,1,-11,-2,-2,-2,228,19,-10,2
1,3,-10,-2,-3,-2,19,19,-11,25
1,3,-11,-2,-3,-1,42,10,-11,25
2,1,-11,-2,-2,-1,319,11,-11,25
1,2,-10,-2,-2,-2,107,9,-11,25
3,3,-10,-2,-2,-2,3,3,-11,25
1,2,-11,-2,-2,-2,91,19,-11,25
1,1,-10,-2,-2,-2,335,3,-11,25
3,1,-10,-2,-2,-1,137,23,-10,3
1,3,-11,-2,-3,-2,53,0,-11,25
2,1,-10,-2,-2,-2,11,6,-10,11
2,3,-10,-2,-2,-2,25,21,-11,25
2,1,-11,-3,-2,-3,51,9,-11,25
1,1,-11,-2,-3,-2,5,5,-10,10
3,3,-11,-2,-2,-2,7,0,-11,25
1,1,-11,-2,-2,-1,112,9,-11,25
1,3,-11,-2,-2,-3,49,2,-11,25
2,1,-11,-2,-2,-1,13,8,-11,25
1,1,-10,-3,-2,-1,53,53,-10,0
3,1,-10,-3,-2,-2,86,0,-11,25
2,2,-11,-2,-2,-2,36,13,-11,25
1,1,-11,-2,-2,-3,215,10,-11,25
1,2,-10,-2,-3,-2,34,34,-10,20
2,1,-10,-2,-2,-2,273,13,-11,25
1,3,-10,-2,-2,-1,14,14,-11,25
2,2,-10,-2,-2,-1,353,16,-11,25
2,2,-10,-3,-2,-2,28,3,-10,14
3,1,-10,-2,-2,-1,5,3,-10,12
3,1,-11,-3,-3,-2,232,17,-10,3
4,3,-10,-2,-1,-2,151,9,-11,25
3,3,-11,-2,-2,-2,197,10,-11,25
1,1,-11,-1,-3,-1,14,7,-10,15
2,3,-10,-2,-2,-1,163,14,-11,25
1,1,-10,-2,-2,-3,246,0,-11,25
2,1,-10,-2,-1,-2,0,0,-10,11
4,1,-10,-2,-2,-2,54,23,-11,25
4,3,-11,-2,-3,-2,229,229,-11,25
1,1,-11,-2,-2,-2,45,5,-11,25
1,3,-11,-2,-2,-2,167,3,-11,25
2,3,-10,-2,-2,-2,32,7,-11,25
3,1,-11,-3,-2,-2,45,4,-11,25
1,1,-10,-2,-3,-2,46,17,-10,19
3,1,-10,-3,-1,-2,41,19,-10,3
1,3,-10,-2,-3,-2,53,3,-11,25
3,1,-10,-2,-2,-2,302,4,-11,25
3,3,-10,-2,-2,-2,5,5,-11,25
2,1,-10,-2,-2,-2,25,4,-11,25
3,3,-11,-2,-2,-2,244,1,-11,25
1,3,-10,-2,-2,-2,163,5,-11,25
1,3,-10,-2,-2,-2,176,20,-10,7
2,3,-11,-2,-2,-2,58,2,-11,25
1,3,-10,-2,-2,-2,307,207,-10,7
3,3,-11,-2,-1,-2,48,0,-11,25
2,2,-11,-2,-2,-2,45,5,-11,25
2,3,-10,-1,-2,-3,144,10,-11,25
2,1,-11,-2,-3,-3,5,2,-10,11
2,2,-11,-2,-2,-2,38,7,-11,25
3,3,-10,-3,-2,-2,32,4,-11,25
1,2,-10,-2,-2,-2,51,2,-11,25
1,2,-10,-2,-2,-2,37,17,-11,25
4,1,-10,-1,-2,-2,40,4,-11,25
1,1,-11,-1,-2,-2,13,13,-11,25
1,1,-10,-2,-1,-2,16,3,-11,25
2,1,-11,-2,-2,-1,286,18,-10,2
1,2,-10,-2,-2,-2,182,4,-10,24
3,2,-10,-3,-2,-2,4,4,-11,25
1,3,-11,-2,-2,-2,47,4,-11,25
2,3,-10,-2,-2,-2,326,3,-11,25
2,2,-11,-2,-2,-1,2,2,-10,14
1,2,-11,-2,-3,-2,170,1,-11,25
2,2,-10,-2,-2,-1,333,11,-11,25
2,2,-11,-2,-2,-2,19,9,-10,14
1,2,-10,-2,-2,-3,196,2,-11,25
3,3,-11,-2,-3,-1,18,18,-11,25
3,1,-10,-2,-2,-2,6,6,-10,12
1,1,-11,-2,-2,-1,267,29,-10,1
2,1,-10,-2,-2,-2,29,6,-11,25
4,2,-10,-2,-2,-3,15,7,-11,25
2,1,-10,-2,-2,-2,6,6,-10,11
3,1,-11,-2,-2,-2,18,8,-10,12
2,2,-11,-2,-2,-2,4,4,-10,14
2,1,-10,-2,-2,-2,57,2,-11,25
4,3,-11,-2,-2,-1,263,18,-11,25
2,2,-11,-2,-2,-3,47,11,-11,25
3,3,-11,-2,-2,-2,23,4,-11,25
4,2,-11,-2,-2,-2,22,6,-11,25
1,1,-11,-2,-2,-1,19,2,-11,25
1,2,-10,-2,-2,-2,22,14,-10,13
2,1,-11,-3,-2,-2,28,13,-11,25
3,2,-10,-3,-2,-3,30,16,-11,25
3,2,-10,-3,-2,-1,116,116,-10,6
1,2,-11,-2,-2,-3,6,6,-10,13
1,1,-10,-2,-1,-2,165,20,-10,1
1,1,-10,-2,-2,-2,216,6,-11,25
2,1,-11,-2,-2,-2,340,17,-10,2
2,3,-10,-2,-2,-1,31,0,-11,25
2,1,-10,-2,-2,-2,22,3,-11,25
1,1,-11,-2,-3,-2,28,9,-11,25
2,2,-10,-2,-2,-3,207,44,-10,5
2,2,-10,-2,-2,-2,12,10,-10,14
2,2,-11,-2,-1,-2,15,0,-10,14
2,1,-11,-2,-2,-2,13,13,-11,25
2,3,-10,-2,-2,-1,354,18,-11,25
3,3,-11,-2,-2,-2,29,2,-11,25
2,1,-10,-1,-2,-2,53,10,-11,25
1,2,-11,-2,-2,-2,37,8,-11,25
1,3,-11,-3,-2,-2,23,16,-11,25
2,3,-11,-2,-2,-1,357,11,-11,25
1,1,-11,-2,-3,-1,6,6,-10,10
1,1,-10,-3,-2,-2,18,18,-10,1
1,2,-11,-2,-2,-1,29,2,-11,25
1,1,-10,-3,-2,-3,26,5,-11,25
2,2,-11,-2,-2,-2,22,0,-10,14
1,2,-11,-2,-2,-2,189,2,-11,25
2,1,-10,-2,-2,-2,30,3,-11,25
1,1,-10,-2,-2,-2,235,8,-11,25
1,3,-10,-2,-2,-1,346,4,-11,25
1,2,-10,-2,-1,-1,25,1,-11,25
1,3,-11,-2,-2,-2,94,11,-11,25
2,2,-11,-2,-2,-2,66,11,-11,25
2,2,-10,-2,-3,-2,15,15,-10,20
1,1,-10,-2,-2,-1,171,10,-11,25
2,2,-11,-2,-2,-2,211,4,-11,25
3,3,-11,-2,-2,-1,0,0,-11,25
2,1,-11,-3,-2,-2,1,1,-10,11
2,2,-10,-2,-1,-2,6,6,-10,14
2,1,-10,-2,-2,-2,175,175,-10,23
2,2,-11,-2,-2,-2,108,6,-11,25
1,2,-10,-1,-2,-2,2,2,-10,13
1,3,-10,-2,-2,-1,144,1,-11,25
2,3,-11,-2,-2,-1,3,3,-11,25
1,2,-10,-3,-2,-2,43,5,-11,25
1,3,-11,-2,-2,-1,56,22,-10,7
2,2,-10,-2,-2,-2,20,6,-10,14
1,3,-10,-2,-2,-2,228,16,-11,25
1,2,-10,-2,-2,-1,10,8,-10,13
1,2,-11,-2,-2,-3,50,0,-11,25
4,1,-11,-3,-2,-2,56,8,-11,25
1,3,-11,-2,-2,-1,37,0,-11,25
3,1,-10,-2,-3,-2,188,9,-10,19
3,2,-11,-2,-2,-2,23,2,-11,25
1,3,-10,-2,-2,-2,16,11,-11,25
4,1,-10,-2,-2,-2,285,19,-11,25
1,3,-10,-3,-2,-3,53,9,-11,25
2,3,-11,-2,-2,-2,65,9,-11,25
2,1,-10,-2,-2,-2,15,15,-10,2
1,3,-10,-2,-2,-2,46,1,-11,25
1,1,-11,-2,-2,-2,313,3,-11,25
2,1,-10,-2,-3,-2,160,160,-10,19
1,1,-11,-2,-2,-1,11,11,-10,10
1,2,-11,-1,-2,-2,15,7,-10,13
3,2,-10,-2,-2,-1,54,54,-10,6
2,1,-11,-2,-3,-1,6,6,-10,11
2,3,-10,-2,-2,-2,10,10,-11,25
1,1,-11,-2,-2,-2,47,1,-11,25
2,1,-11,-2,-2,-1,11,5,-10,11
1,2,-10,-2,-3,-2,8,5,-10,20
1,3,-11,-2,-2,-1,78,6,-11,25
1,1,-10,-2,-2,-1,3,2,-10,10
3,2,-10,-2,-2,-2,201,4,-11,25
1,2,-10,-1,-2,-2,46,19,-11,25
4,2,-10,-2,-3,-2,17,11,-10,20
1,3,-11,-2,-1,-2,14,10,-11,25
1,1,-10,-3,-2,-3,146,146,-10,1
2,1,-11,-2,-2,-1,6,0,-10,11
3,3,-11,-2,-2,-2,40,16,-11,25
1,3,-11,-2,-3,-1,43,11,-11,25
1,2,-10,-2,-2,-2,9,9,-10,13
2,2,-11,-2,-2,-2,16,0,-10,14
3,2,-10,-2,-2,-2,40,1,-11,25
2,3,-10,-3,-2,-2,216,10,-11,25
3,3,-11,-3,-3,-2,23,0,-11,25
1,1,-10,-2,-3,-3,81,7,-11,25
2,1,-11,-3,-2,-2,207,7,-11,25
3,3,-10,-2,-2,-1,21,3,-11,25
2,3,-10,-2,-2,-2,106,11,-11,25
3,1,-11,-2,-2,-2,340,1,-11,25
3,1,-11,-2,-2,-2,105,4,-11,25
1,1,-10,-2,-2,-1,66,0,-11,25
2,3,-10,-2,-2,-1,103,2,-11,25
1,2,-11,-2,-2,-2,284,284,-10,4
1,3,-11,-2,-2,-3,25,19,-11,25
1,2,-10,-1,-2,-2,22,6,-10,13
1,1,-10,-2,-2,-2,215,2,-11,25
3,1,-11,-2,-2,-2,202,6,-11,25
3,2,-10,-2,-3,-1,33,3,-10,17
1,1,-11,-3,-2,-2,18,16,-10,1
2,1,-11,-2,-3,-2,11,10,-10,11
1,1,-11,-3,-2,-2,153,46,-10,23
3,2,-11,-3,-2,-2,31,2,-11,25
1,3,-10,-2,-2,-2,23,2,-11,25
2,3,-11,-2,-2,-3,20,11,-11,25
2,3,-10,-2,-2,-2,221,9,-11,25
1,1,-10,-1,-3,-2,13,13,-10,15
2,1,-11,-2,-2,-3,0,0,-10,11
2,2,-10,-3,-2,-3,126,4,-11,25
1,1,-10,-2,-1,-2,104,6,-11,25
3,3,-10,-3,-2,-2,26,10,-11,25
2,3,-10,-2,-2,-2,343,2,-11,25
3,1,-10,-2,-2,-3,21,1,-10,12
1,2,-10,-2,-2,-2,304,17,-11,25
2,3,-10,-3,-2,-1,158,19,-11,25
1,1,-10,-2,-3,-2,310,2,-10,19
1,1,-10,-2,-2,-3,256,14,-11,25
1,3,-11,-2,-2,-2,271,0,-11,25
1,1,-11,-2,-2,-3,282,176,-10,1
1,2,-11,-3,-2,-3,259,17,-11,25
2,2,-10,-3,-2,-2,179,0,-10,24
2,2,-11,-2,-2,-1,18,18,-10,14
1,1,-11,-2,-2,-2,50,3,-11,25
2,2,-11,-2,-2,-2,54,6,-11,25
2,3,-10,-2,-2,-1,10,10,-11,25
2,1,-10,-2,-2,-1,17,13,-11,25
1,3,-10,-3,-2,-1,2,2,-11,25
1,1,-11,-2,-3,-1,2,2,-10,10
2,1,-10,-2,-2,-3,188,3,-11,25
2,1,-11,-2,-2,-1,59,21,-10,2
2,2,-10,-3,-2,-2,328,4,-11,25
1,2,-11,-3,-2,-3,12,5,-10,13
1,2,-10,-2,-3,-2,4,4,-10,20
3,2,-10,-3,-3,-2,25,4,-10,22
4,2,-11,-3,-2,-2,13,3,-11,25
3,1,-11,-2,-3,-2,19,19,-10,12
4,3,-11,-2,-2,-2,242,3,-11,25
